web_name,position_name,short_name,price,team_id,ownership,form,minutes,goals_scored,assists,clean_sheets,bonus,ict_index,has_injury_news,is_available,pts_per_90,pts_per_million,gc_per_90,appearance_rate,fixture_ease,avg_opp_strength,fixture_count,team_avg_goals_scored,team_avg_goals_conceded,form_tier,ownership_tier,total_points,predicted_points,value_score,rag_score
Ødegaard,MID,ARS,7.8,1,0.0,0.0,1070,1,6,4,5,83.7,1,True,5.214953271028037,7.948717948717949,0.5887850467289719,0.3128654970760234,3.0,3.0,6,1.9375,0.75,cold,differential,62,61.49,7.883,38.93
Danso,DEF,TOT,4.2,18,0.0,2.0,1039,0,0,2,1,33.0,0,True,3.551491819056785,9.76190476190476,0.0,0.3038011695906433,3.0,3.0,6,1.25,1.59375,cold,differential,41,40.35,9.607,38.92
Isidor,FWD,SUN,5.0,17,0.0,0.3,1057,4,1,4,7,57.6,0,True,5.193945127719963,12.2,0.4257332071901609,0.3090643274853801,2.833333333333333,3.1666666666666665,6,1.03125,1.125,cold,differential,61,58.57,11.714,38.78
Wan-Bissaka,DEF,WHU,4.1,19,0.0,0.0,1903,0,3,3,0,73.0,0,True,2.979506043089858,15.365853658536588,0.1418812401471361,0.5564327485380117,2.6666666666666665,3.333333333333333,6,1.25,1.78125,cold,differential,63,62.17,15.163,38.76
Hee Chan,MID,WOL,5.6,20,0.0,1.0,1178,2,1,2,0,42.8,0,True,3.514431239388794,8.214285714285715,0.2292020373514431,0.3444444444444444,3.1666666666666665,2.833333333333333,6,0.75,1.8125,cold,differential,46,40.52,7.236,38.47
Chukwueze,MID,FUL,5.3,10,0.0,1.0,857,3,4,1,1,75.8,0,True,5.670945157526255,10.18867924528302,0.73512252042007,0.2505847953216374,2.833333333333333,3.1666666666666665,6,1.34375,1.4375,cold,differential,54,55.48,10.468,38.33
Fofana,DEF,CHE,4.4,7,0.0,1.5,1407,0,1,4,3,50.8,0,True,3.773987206823028,13.409090909090908,0.0639658848614072,0.4114035087719298,2.6666666666666665,3.333333333333333,6,1.65625,1.28125,cold,differential,59,56.39,12.816,38.21
Osula,FWD,NEW,5.4,15,0.0,5.0,454,4,1,1,4,26.6,0,True,8.920704845814978,8.333333333333332,0.9911894273127754,0.1327485380116959,2.6666666666666665,3.333333333333333,6,1.40625,1.46875,hot,differential,45,45.34,8.396,38.19
J.Murphy,MID,NEW,5.9,15,0.0,1.0,1354,3,1,7,2,92.1,0,True,4.453471196454949,11.35593220338983,0.2658788774002954,0.395906432748538,2.6666666666666665,3.333333333333333,6,1.40625,1.46875,cold,differential,67,65.13,11.039,37.96
Christie,MID,BOU,4.9,4,0.0,3.2,844,2,1,3,2,51.9,0,True,4.90521327014218,9.387755102040815,0.3199052132701421,0.2467836257309941,2.833333333333333,3.1666666666666665,6,1.5,1.53125,average,differential,46,42.78,8.731,37.88
Livramento,DEF,NEW,4.9,15,0.0,1.3,1326,0,1,6,3,44.3,1,True,4.004524886877828,12.040816326530612,0.0678733031674208,0.387719298245614,2.6666666666666665,3.333333333333333,6,1.40625,1.46875,cold,differential,59,58.74,11.988,37.79
Hartman,DEF,BUR,4.0,3,0.0,0.8,1581,0,5,3,0,69.2,0,True,3.130929791271347,13.75,0.2846299810246679,0.4622807017543859,2.6666666666666665,3.333333333333333,6,1.03125,1.96875,cold,differential,55,55.08,13.77,37.54
Maguire,DEF,MUN,4.4,14,0.0,0.0,1199,1,1,5,3,40.3,0,True,4.728940783986656,14.318181818181817,0.1501251042535446,0.3505847953216374,2.6666666666666665,3.333333333333333,6,1.78125,1.40625,cold,differential,63,60.81,13.82,37.52
Castagne,DEF,FUL,4.3,10,0.0,3.0,1396,0,1,1,0,64.5,0,True,2.51432664756447,9.069767441860463,0.0644699140401146,0.408187134502924,2.833333333333333,3.1666666666666665,6,1.34375,1.4375,average,differential,39,39.92,9.284,37.38
Kolo Muani,FWD,TOT,6.9,18,0.0,1.3,1369,1,1,3,1,59.3,0,True,2.9583637691745803,6.521739130434782,0.1314828341855368,0.4002923976608187,3.0,3.0,6,1.25,1.59375,cold,differential,45,47.31,6.857,37.29
Toti,DEF,WOL,4.2,20,0.0,1.5,1129,0,0,1,0,35.3,0,True,2.471213463241807,7.3809523809523805,0.0,0.3301169590643275,3.1666666666666665,2.833333333333333,6,0.75,1.8125,cold,differential,31,30.47,7.255,37.19
Ajer,DEF,BRE,4.4,5,0.0,0.0,1624,0,2,5,1,57.9,0,True,3.8793103448275854,15.909090909090908,0.1108374384236453,0.4748538011695906,2.5,3.5,6,1.5,1.375,cold,differential,70,67.4,15.318,37.18
Tete,DEF,FUL,4.5,10,0.0,0.0,1791,1,0,6,5,73.9,1,False,4.07035175879397,18.0,0.050251256281407,0.5236842105263158,2.833333333333333,3.1666666666666665,6,1.34375,1.4375,cold,differential,81,80.16,17.813,37.12
Tielemans,MID,AVL,5.9,2,0.0,1.0,1408,0,4,4,3,94.6,0,True,3.515625,9.322033898305085,0.2556818181818182,0.4116959064327485,2.833333333333333,3.1666666666666665,6,1.34375,1.1875,cold,differential,55,54.05,9.161,37.1
C.Jones,MID,LIV,5.4,12,0.0,2.3,1387,0,2,3,3,78.1,0,True,3.568853640951694,10.185185185185183,0.129776496034607,0.4055555555555555,2.6666666666666665,3.333333333333333,6,1.625,1.3125,average,differential,55,54.38,10.07,37.07
Yoro,DEF,MUN,4.1,14,0.0,1.3,1696,0,1,2,1,52.3,0,True,2.8125,12.926829268292684,0.053066037735849,0.495906432748538,2.6666666666666665,3.333333333333333,6,1.78125,1.40625,cold,differential,53,52.18,12.727,36.97
R.Gomes,DEF,WOL,4.4,20,0.0,0.5,651,3,0,0,0,42.3,0,True,4.976958525345622,8.181818181818182,0.4147465437788018,0.1903508771929824,3.1666666666666665,2.833333333333333,6,0.75,1.8125,cold,differential,36,34.65,7.875,36.95
Brooks,MID,BOU,5.0,4,0.0,0.8,1085,1,2,4,4,93.5,0,True,4.147465437788019,10.0,0.2488479262672811,0.3172514619883041,2.833333333333333,3.1666666666666665,6,1.5,1.53125,cold,differential,50,50.99,10.198,36.91
Frimpong,DEF,LIV,5.7,12,0.0,2.0,815,0,5,5,1,47.2,0,True,6.294478527607362,10.0,0.5521472392638037,0.2383040935672514,2.6666666666666665,3.333333333333333,6,1.625,1.3125,cold,differential,57,56.25,9.868,36.84
Wilson,FWD,WHU,5.8,19,0.0,0.7,1045,5,2,1,7,71.6,0,True,5.684210526315789,11.379310344827587,0.6028708133971292,0.3055555555555556,2.6666666666666665,3.333333333333333,6,1.25,1.78125,cold,differential,66,62.68,10.807,36.83
Foster,FWD,BUR,4.9,3,0.0,1.2,1296,3,2,4,4,57.0,0,True,3.819444444444444,11.224489795918366,0.3472222222222222,0.3789473684210526,2.6666666666666665,3.333333333333333,6,1.03125,1.96875,cold,differential,55,55.81,11.39,36.61
N.Gonzalez,MID,MCI,5.9,13,0.0,0.0,1370,1,0,7,1,52.8,0,True,3.613138686131387,9.322033898305085,0.0656934306569343,0.4005847953216374,2.857142857142857,3.142857142857143,7,2.032258064516129,0.9032258064516128,cold,differential,55,55.78,9.454,36.52
Robinson,DEF,FUL,4.9,10,0.0,1.7,1118,0,0,3,4,59.2,0,True,3.5420393559928445,8.979591836734693,0.0,0.3269005847953216,2.833333333333333,3.1666666666666665,6,1.34375,1.4375,cold,differential,44,45.41,9.267,36.49
Iroegbunam,MID,EVE,4.8,9,0.0,0.7,1117,0,3,8,1,35.3,0,True,4.673231871083258,12.083333333333334,0.2417188898836168,0.3266081871345029,2.6666666666666665,3.333333333333333,6,1.21875,1.15625,cold,differential,58,56.86,11.846,36.38
Martinelli,MID,ARS,6.8,1,0.0,0.5,892,1,4,2,1,64.9,0,True,4.84304932735426,7.0588235294117645,0.5044843049327354,0.2608187134502924,3.0,3.0,6,1.9375,0.75,cold,differential,48,48.08,7.071,36.37
Taty,FWD,WHU,5.5,19,0.0,4.0,942,4,1,5,3,64.0,0,True,4.012738853503184,7.636363636363637,0.4777070063694267,0.2754385964912281,2.6666666666666665,3.333333333333333,6,1.25,1.78125,average,differential,42,44.58,8.105,36.28
Diakité,DEF,BOU,4.1,4,0.0,0.0,1275,0,0,4,2,34.4,0,True,3.247058823529412,11.219512195121952,0.0,0.3728070175438596,2.833333333333333,3.1666666666666665,6,1.5,1.53125,cold,differential,46,47.93,11.69,36.11
Lerma,MID,CRY,4.9,8,0.0,2.5,1336,0,5,6,3,58.4,0,True,3.9745508982035926,12.040816326530612,0.3368263473053892,0.3906432748538012,2.4285714285714284,3.571428571428572,7,1.1290322580645162,1.1612903225806452,average,differential,59,59.44,12.131,35.95
Møller Wolfe,DEF,WOL,4.2,20,0.0,0.0,839,0,2,1,0,30.0,0,True,3.110846245530393,6.904761904761904,0.2145411203814064,0.2453216374269005,3.1666666666666665,2.833333333333333,6,0.75,1.8125,cold,differential,29,33.14,7.89,35.88
Armstrong,FWD,WOL,5.2,20,0.0,2.0,727,1,2,3,0,21.5,0,True,2.97111416781293,4.615384615384615,0.3713892709766162,0.2125730994152047,3.1666666666666665,2.833333333333333,6,0.75,1.8125,cold,differential,24,26.99,5.19,35.77
Trippier,DEF,NEW,4.9,15,0.0,1.0,1501,0,1,5,2,74.0,0,True,3.0579613590939374,10.408163265306122,0.0599600266489007,0.4388888888888889,2.6666666666666665,3.333333333333333,6,1.40625,1.46875,cold,differential,51,53.74,10.967,35.57
A.Becker,GKP,LIV,5.4,12,0.0,0.0,2250,0,0,8,8,46.7,1,False,3.56,16.48148148148148,0.0,0.6578947368421053,2.6666666666666665,3.333333333333333,6,1.625,1.3125,cold,differential,89,89.68,16.607,35.44
Geertruida,DEF,SUN,4.5,17,0.0,1.0,1411,0,0,2,0,42.1,0,True,2.9340892983699507,10.22222222222222,0.0,0.4125730994152047,2.833333333333333,3.1666666666666665,6,1.03125,1.125,cold,differential,46,43.79,9.731,35.4
Ndoye,MID,NFO,5.5,16,0.0,0.7,1167,1,2,2,4,56.6,0,True,3.8560411311053984,9.090909090909092,0.2313624678663239,0.3412280701754386,2.833333333333333,3.1666666666666665,6,1.0,1.375,cold,differential,50,48.95,8.9,35.4
Dorgu,DEF,MUN,4.1,14,0.0,0.0,1329,3,3,3,8,101.9,1,False,5.011286681715576,18.04878048780488,0.4063205417607223,0.3885964912280701,2.6666666666666665,3.333333333333333,6,1.78125,1.40625,cold,differential,74,79.41,19.368,35.31
Solanke,FWD,TOT,7.2,18,0.0,2.0,958,3,0,0,4,55.7,0,True,3.663883089770355,5.416666666666667,0.2818371607515658,0.2801169590643275,3.0,3.0,6,1.25,1.59375,cold,differential,39,37.64,5.228,35.22
Khusanov,DEF,MCI,5.4,13,0.0,2.0,977,0,0,4,0,27.8,0,True,3.7768679631525073,7.592592592592592,0.0,0.285672514619883,2.857142857142857,3.142857142857143,7,2.032258064516129,0.9032258064516128,cold,differential,41,40.61,7.52,35.11
Yeremy,MID,CRY,5.8,8,0.0,1.0,1791,2,1,7,3,122.5,0,True,3.4170854271356785,11.724137931034484,0.1507537688442211,0.5236842105263158,2.4285714285714284,3.571428571428572,7,1.1290322580645162,1.1612903225806452,cold,differential,68,67.93,11.712,35.07
Gnonto,MID,LEE,5.1,11,0.0,0.5,416,0,2,1,0,19.5,0,True,5.1923076923076925,4.705882352941177,0.4326923076923077,0.1216374269005848,3.333333333333333,2.6666666666666665,6,1.21875,1.53125,cold,differential,24,23.14,4.537,34.96
Boscagli,DEF,BHA,4.2,6,0.0,2.8,619,0,1,2,4,22.5,0,True,4.652665589660743,7.619047619047619,0.1453957996768982,0.1809941520467836,2.833333333333333,3.1666666666666665,6,1.34375,1.15625,average,differential,32,33.16,7.895,34.69
Kudus,MID,TOT,6.4,18,0.0,0.0,1535,2,6,7,7,104.7,1,False,4.397394136807817,11.71875,0.4690553745928338,0.4488304093567251,3.0,3.0,6,1.25,1.59375,cold,differential,75,75.48,11.794,34.61
Estêvão,MID,CHE,6.4,7,0.0,0.8,839,2,5,4,4,70.5,0,True,6.221692491060786,9.0625,0.7508939213349225,0.2453216374269005,2.6666666666666665,3.333333333333333,6,1.65625,1.28125,cold,differential,58,57.34,8.959,34.56
Strand Larsen,FWD,CRY,5.9,8,0.0,1.0,1929,4,1,5,3,79.1,0,True,2.9860031104199067,10.847457627118644,0.2332814930015552,0.5640350877192982,2.4285714285714284,3.571428571428572,7,1.1290322580645162,1.1612903225806452,cold,differential,64,66.58,11.285,34.49
Areola,GKP,WHU,4.2,19,0.0,0.0,1800,0,1,0,2,57.9,0,True,2.55,12.142857142857142,0.05,0.5263157894736842,2.6666666666666665,3.333333333333333,6,1.25,1.78125,cold,differential,51,50.86,12.11,34.25
McNeil,MID,EVE,5.5,9,0.0,1.7,1016,0,3,6,1,45.1,0,True,4.251968503937007,8.727272727272727,0.2657480314960629,0.2970760233918129,2.6666666666666665,3.333333333333333,6,1.21875,1.15625,cold,differential,48,48.98,8.905,34.2
Maatsen,DEF,AVL,4.2,2,0.0,0.3,1263,0,0,2,0,76.9,0,True,2.921615201900237,9.76190476190476,0.0,0.369298245614035,2.833333333333333,3.1666666666666665,6,1.34375,1.1875,cold,differential,41,41.95,9.988,34.13
Rayan,MID,BOU,5.5,4,0.0,2.2,769,2,2,3,2,43.0,0,True,4.564369310793238,7.090909090909091,0.4681404421326398,0.2248538011695906,2.833333333333333,3.1666666666666665,6,1.5,1.53125,average,differential,39,37.68,6.851,33.94
Florentino,MID,BUR,5.0,3,0.0,0.2,1732,0,2,2,0,58.0,0,True,3.481524249422633,13.4,0.1039260969976905,0.5064327485380117,2.6666666666666665,3.333333333333333,6,1.03125,1.96875,cold,differential,67,52.94,10.588,33.9
Aït-Nouri,DEF,MCI,5.7,13,0.0,0.3,804,0,2,3,7,38.9,0,True,5.037313432835821,7.894736842105263,0.2238805970149253,0.2350877192982456,2.857142857142857,3.142857142857143,7,2.032258064516129,0.9032258064516128,cold,differential,45,45.29,7.946,33.74
Henderson,MID,BRE,5.0,5,0.0,1.7,1814,1,3,6,5,70.9,1,False,3.721058434399118,15.0,0.1984564498346196,0.5304093567251462,2.5,3.5,6,1.5,1.375,cold,differential,75,82.44,16.488,33.74
Mosquera,DEF,WOL,4.3,20,0.0,0.0,1777,0,0,4,3,71.1,1,False,2.583005064715813,11.86046511627907,0.0,0.5195906432748538,3.1666666666666665,2.833333333333333,6,0.75,1.8125,cold,differential,51,54.23,12.612,33.59
Baleba,MID,BHA,4.5,6,0.0,0.5,1290,0,0,4,0,22.4,0,True,2.9302325581395348,9.333333333333334,0.0,0.3771929824561403,2.833333333333333,3.1666666666666665,6,1.34375,1.15625,cold,differential,42,40.95,9.1,33.59
Mings,DEF,AVL,4.3,2,0.0,0.0,962,0,1,3,4,34.7,0,True,4.116424116424117,10.232558139534884,0.0935550935550935,0.2812865497076023,2.833333333333333,3.1666666666666665,6,1.34375,1.1875,cold,differential,44,42.17,9.807,33.58
Edwards,MID,BUR,4.7,3,0.0,0.8,977,1,3,1,2,63.5,0,True,4.329580348004094,10.0,0.3684749232343909,0.285672514619883,2.6666666666666665,3.333333333333333,6,1.03125,1.96875,cold,differential,47,47.27,10.057,33.28
Merino,MID,ARS,5.4,1,0.0,0.0,996,4,3,4,5,72.6,1,False,5.963855421686747,12.22222222222222,0.6325301204819277,0.2912280701754386,3.0,3.0,6,1.9375,0.75,cold,differential,66,66.81,12.372,33.24
Barkley,MID,AVL,4.8,2,0.0,1.7,466,2,1,1,3,38.1,0,True,7.145922746781116,7.708333333333334,0.5793991416309012,0.1362573099415204,2.833333333333333,3.1666666666666665,6,1.34375,1.1875,cold,differential,37,35.77,7.452,33.21
Gvardiol,DEF,MCI,5.8,13,0.0,0.0,1301,2,2,6,5,65.3,1,False,5.326671790930054,13.275862068965518,0.2767102229054573,0.3804093567251462,2.857142857142857,3.142857142857143,7,2.032258064516129,0.9032258064516128,cold,differential,77,75.61,13.036,33.15
Humphreys,DEF,BUR,3.9,3,0.0,0.8,1320,0,2,2,1,51.8,0,True,2.863636363636364,10.76923076923077,0.1363636363636363,0.3859649122807017,2.6666666666666665,3.333333333333333,6,1.03125,1.96875,cold,differential,42,43.07,11.044,33.12
Ngumoha,MID,LIV,4.3,12,0.0,4.0,286,2,0,2,3,44.6,0,True,9.755244755244757,7.209302325581396,0.6293706293706294,0.083625730994152,2.6666666666666665,3.333333333333333,6,1.625,1.3125,average,differential,31,31.65,7.36,33.09
Kamara,MID,AVL,4.9,2,0.0,0.0,1410,1,3,5,7,64.2,1,False,3.893617021276596,12.448979591836734,0.2553191489361702,0.4122807017543859,2.833333333333333,3.1666666666666665,6,1.34375,1.1875,cold,differential,61,71.51,14.594,33.03
Laurent,MID,BUR,4.8,3,0.0,-0.2,1576,1,0,2,1,53.9,0,True,2.855329949238578,10.416666666666668,0.0571065989847715,0.4608187134502924,2.6666666666666665,3.333333333333333,6,1.03125,1.96875,,differential,50,51.25,10.677,32.99
Robertson,DEF,LIV,5.7,12,0.0,2.3,854,0,0,4,4,52.3,0,True,4.531615925058548,7.5438596491228065,0.0,0.2497076023391813,2.6666666666666665,3.333333333333333,6,1.625,1.3125,average,differential,43,42.94,7.533,32.9
Garnacho,MID,CHE,6.4,7,0.0,0.5,1170,1,4,4,3,90.8,0,True,4.076923076923077,8.28125,0.3846153846153846,0.3421052631578947,2.6666666666666665,3.333333333333333,6,1.65625,1.28125,cold,differential,53,53.11,8.298,32.75
Walker-Peters,DEF,WHU,4.2,19,0.0,2.0,1044,1,0,2,0,44.7,0,True,3.2758620689655173,9.047619047619047,0.0862068965517241,0.3052631578947368,2.6666666666666665,3.333333333333333,6,1.25,1.78125,cold,differential,38,38.64,9.2,32.75
Dominguez,MID,NFO,5.0,16,0.0,0.7,938,1,0,3,3,47.5,0,True,3.742004264392324,7.8,0.0959488272921108,0.2742690058479532,2.833333333333333,3.1666666666666665,6,1.0,1.375,cold,differential,39,39.48,7.896,32.74
Smith,DEF,BOU,4.4,4,0.0,0.2,805,0,1,4,2,19.8,0,True,4.3602484472049685,8.863636363636363,0.1118012422360248,0.2353801169590643,2.833333333333333,3.1666666666666665,6,1.5,1.53125,cold,differential,39,39.3,8.932,32.67
Canvot,DEF,CRY,4.5,8,0.0,2.0,791,0,0,4,7,31.8,0,True,5.9165613147914025,11.555555555555555,0.0,0.2312865497076023,2.4285714285714284,3.571428571428572,7,1.1290322580645162,1.1612903225806452,cold,differential,52,50.44,11.209,32.66
Veltman,DEF,BHA,4.3,6,0.0,0.5,844,1,0,1,1,35.8,0,True,3.9454976303317535,8.604651162790699,0.1066350710900473,0.2467836257309941,2.833333333333333,3.1666666666666665,6,1.34375,1.15625,cold,differential,37,37.33,8.681,32.55
J.Ramsey,MID,NEW,5.3,15,0.0,1.7,1141,2,1,1,1,57.2,0,True,3.312883435582822,7.924528301886792,0.2366345311130587,0.333625730994152,2.6666666666666665,3.333333333333333,6,1.40625,1.46875,cold,differential,42,43.44,8.196,32.55
Mainoo,MID,MUN,4.7,14,0.0,1.0,1158,0,2,3,0,57.3,1,True,3.5751295336787563,9.787234042553193,0.155440414507772,0.3385964912280702,2.6666666666666665,3.333333333333333,6,1.78125,1.40625,cold,differential,46,44.32,9.43,32.53
Ekdal,DEF,BUR,3.8,3,0.0,0.2,1269,0,0,2,2,41.9,0,True,3.191489361702128,11.842105263157896,0.0,0.3710526315789473,2.6666666666666665,3.333333333333333,6,1.03125,1.96875,cold,differential,45,43.32,11.4,32.5
Mamardashvili,GKP,LIV,4.1,12,0.0,3.7,630,0,0,2,2,19.9,0,True,4.285714285714286,7.317073170731708,0.0,0.1842105263157894,2.6666666666666665,3.333333333333333,6,1.625,1.3125,average,differential,30,30.22,7.371,32.34
Bornauw,DEF,LEE,3.8,11,0.0,0.0,304,0,0,1,0,9.4,0,True,5.032894736842105,4.473684210526316,0.0,0.0888888888888888,3.333333333333333,2.6666666666666665,6,1.21875,1.53125,cold,differential,17,15.47,4.071,32.28
White,DEF,ARS,5.1,1,0.0,0.5,484,0,1,3,3,28.5,0,True,5.7644628099173545,6.07843137254902,0.1859504132231405,0.1415204678362573,3.0,3.0,6,1.9375,0.75,cold,differential,31,31.39,6.155,32.28
J.Cuenca,DEF,FUL,4.3,10,0.0,0.0,931,0,0,2,1,30.7,0,True,3.7701396348012888,9.069767441860463,0.0,0.2722222222222222,2.833333333333333,3.1666666666666665,6,1.34375,1.4375,cold,differential,39,37.98,8.833,32.02
Gallagher,MID,TOT,5.0,18,0.0,1.7,742,0,1,0,0,30.7,0,True,2.911051212938005,4.8,0.1212938005390835,0.2169590643274853,3.0,3.0,6,1.25,1.59375,cold,differential,24,25.0,5.0,32.0
Sancho,MID,AVL,5.8,2,0.0,2.0,752,0,2,2,0,60.1,0,True,3.829787234042553,5.517241379310345,0.2393617021276595,0.2198830409356725,2.833333333333333,3.1666666666666665,6,1.34375,1.1875,cold,differential,32,33.14,5.714,31.88
Morato,DEF,NFO,4.3,16,0.0,0.0,938,0,0,2,1,31.4,0,True,3.3582089552238803,8.13953488372093,0.0,0.2742690058479532,2.833333333333333,3.1666666666666665,6,1.0,1.375,cold,differential,35,37.32,8.679,31.77
Douglas Luiz,MID,AVL,4.9,2,0.0,0.7,814,1,1,1,0,53.7,0,True,3.4275184275184274,6.326530612244897,0.2211302211302211,0.2380116959064327,2.833333333333333,3.1666666666666665,6,1.34375,1.1875,cold,differential,31,36.28,7.404,31.73
Angel,MID,WOL,4.7,20,0.0,1.5,379,0,0,1,0,12.6,1,True,2.849604221635884,2.553191489361702,0.0,0.1108187134502924,3.1666666666666665,2.833333333333333,6,0.75,1.8125,cold,differential,12,16.66,3.545,31.7
Elanga,MID,NEW,6.5,15,0.0,1.7,1269,0,1,2,0,55.3,0,True,3.191489361702128,6.923076923076923,0.0709219858156028,0.3710526315789473,2.6666666666666665,3.333333333333333,6,1.40625,1.46875,cold,differential,45,44.09,6.783,31.67
Bobb,MID,FUL,5.1,10,0.0,1.3,813,0,2,3,0,51.5,0,True,3.763837638376384,6.666666666666667,0.2214022140221402,0.237719298245614,2.833333333333333,3.1666666666666665,6,1.34375,1.4375,cold,differential,34,33.86,6.639,31.61
Mayenda,FWD,SUN,5.2,17,0.0,0.3,750,2,0,3,5,35.5,0,True,4.68,7.5,0.24,0.219298245614035,2.833333333333333,3.1666666666666665,6,1.03125,1.125,cold,differential,39,38.56,7.415,31.59
Mosquera,DEF,ARS,5.3,1,0.0,0.5,681,0,0,2,1,21.9,0,True,3.8325991189427313,5.471698113207547,0.0,0.1991228070175438,3.0,3.0,6,1.9375,0.75,cold,differential,29,29.37,5.542,31.43
Todibo,DEF,WHU,4.3,19,0.0,0.0,1701,0,1,1,1,46.1,0,True,2.3280423280423284,10.232558139534884,0.0529100529100529,0.4973684210526315,2.6666666666666665,3.333333333333333,6,1.25,1.78125,cold,differential,44,43.64,10.149,31.36
Muniz,FWD,FUL,5.3,10,0.0,2.0,719,1,1,2,3,38.7,0,True,3.630041724617525,5.471698113207547,0.2503477051460361,0.2102339181286549,2.833333333333333,3.1666666666666665,6,1.34375,1.4375,cold,differential,29,30.45,5.745,31.35
Grealish,MID,EVE,6.3,9,0.0,0.0,1627,2,6,7,12,129.2,1,False,4.370006146281499,12.53968253968254,0.4425322679778734,0.4757309941520468,2.6666666666666665,3.333333333333333,6,1.21875,1.15625,cold,differential,79,81.64,12.959,31.18
Bogarde,DEF,AVL,4.0,2,0.0,0.0,797,0,0,2,4,17.6,0,True,3.83939774153074,8.5,0.0,0.2330409356725146,2.833333333333333,3.1666666666666665,6,1.34375,1.1875,cold,differential,34,34.3,8.575,31.08
Doherty,DEF,WOL,4.4,20,0.0,0.0,702,0,0,1,0,18.6,1,True,1.5384615384615383,2.727272727272727,0.0,0.2052631578947368,3.1666666666666665,2.833333333333333,6,0.75,1.8125,cold,differential,12,20.39,4.634,30.93
Kamada,MID,CRY,5.0,8,0.0,0.5,1493,0,2,6,0,56.2,0,True,3.2551908908238447,10.8,0.1205626255860683,0.4365497076023392,2.4285714285714284,3.571428571428572,7,1.1290322580645162,1.1612903225806452,cold,differential,54,53.92,10.784,30.75
Cairney,MID,FUL,4.8,10,0.0,1.0,625,1,0,2,1,24.0,0,True,4.608,6.666666666666667,0.144,0.1827485380116959,2.833333333333333,3.1666666666666665,6,1.34375,1.4375,cold,differential,32,31.69,6.602,30.68
Piroe,FWD,LEE,4.9,11,0.0,0.0,215,0,0,1,0,13.8,0,True,5.8604651162790695,2.8571428571428568,0.0,0.0628654970760233,3.333333333333333,2.6666666666666665,6,1.21875,1.53125,cold,differential,14,12.48,2.547,30.57
Udogie,DEF,TOT,4.3,18,0.0,1.0,1004,0,1,0,0,40.7,0,True,1.613545816733068,4.186046511627907,0.0896414342629482,0.2935672514619883,3.0,3.0,6,1.25,1.59375,cold,differential,18,22.33,5.193,30.51
S.Magassa,MID,WHU,5.0,19,0.0,0.7,969,1,0,2,2,30.9,0,True,3.8080495356037143,8.2,0.0928792569659442,0.2833333333333333,2.6666666666666665,3.333333333333333,6,1.25,1.78125,cold,differential,41,40.51,8.102,30.34
Mount,MID,MUN,5.9,14,0.0,0.3,813,3,0,3,3,51.9,0,True,5.202952029520295,7.966101694915253,0.3321033210332103,0.237719298245614,2.6666666666666665,3.333333333333333,6,1.78125,1.40625,cold,differential,47,44.78,7.59,30.23
Johnson,MID,CRY,6.5,8,0.0,1.0,1287,2,1,5,2,62.7,0,True,3.846153846153846,8.461538461538462,0.2097902097902098,0.3763157894736842,2.4285714285714284,3.571428571428572,7,1.1290322580645162,1.1612903225806452,cold,differential,55,54.63,8.405,29.97
Marmoush,MID,MCI,8.3,13,0.0,0.0,566,1,3,3,4,50.4,0,True,6.360424028268551,4.819277108433735,0.6360424028268551,0.1654970760233918,2.857142857142857,3.142857142857143,7,2.032258064516129,0.9032258064516128,cold,differential,40,39.76,4.79,29.88
Rigg,MID,SUN,4.7,17,0.0,1.7,637,0,0,3,1,23.6,0,True,3.249607535321821,4.893617021276596,0.0,0.1862573099415204,2.833333333333333,3.1666666666666665,6,1.03125,1.125,cold,differential,23,26.02,5.536,29.83
Cullen,MID,BUR,4.9,3,0.0,0.0,1513,2,2,3,8,66.0,1,False,4.163912756113682,14.285714285714285,0.2379378717779246,0.4423976608187134,2.6666666666666665,3.333333333333333,6,1.03125,1.96875,cold,differential,70,70.16,14.318,29.8
Kilman,DEF,WHU,4.1,19,0.0,0.0,1559,0,0,1,0,50.9,0,True,2.078255291853752,8.78048780487805,0.0,0.4558479532163743,2.6666666666666665,3.333333333333333,6,1.25,1.78125,cold,differential,36,37.43,9.129,29.36
Kostoulas,FWD,BHA,4.8,6,0.0,0.2,300,2,1,1,3,40.1,0,True,9.3,6.458333333333334,0.8999999999999999,0.087719298245614,2.833333333333333,3.1666666666666665,6,1.34375,1.15625,cold,differential,31,31.38,6.537,29.33
Delap,FWD,CHE,6.2,7,0.0,0.8,838,1,2,2,1,42.4,0,True,4.295942720763723,6.451612903225806,0.3221957040572792,0.2450292397660818,2.6666666666666665,3.333333333333333,6,1.65625,1.28125,cold,differential,40,40.07,6.463,29.23
Tchaouna,MID,BUR,4.8,3,0.0,0.2,846,1,1,2,0,33.2,0,True,4.148936170212766,8.125,0.2127659574468085,0.2473684210526315,2.6666666666666665,3.333333333333333,6,1.03125,1.96875,cold,differential,39,38.78,8.079,29.19
Disasi,DEF,WHU,4.5,19,0.0,2.3,720,0,0,4,0,21.3,0,True,3.375,6.0,0.0,0.2105263157894736,2.6666666666666665,3.333333333333333,6,1.25,1.78125,average,differential,27,28.56,6.347,29.1
Acheampong,DEF,CHE,3.7,7,0.0,0.2,569,1,0,2,5,23.3,0,True,5.377855887521968,9.18918918918919,0.1581722319859402,0.1663742690058479,2.6666666666666665,3.333333333333333,6,1.65625,1.28125,cold,differential,34,34.18,9.238,29.08
